train_dataset,test_dataset,clf,metric,embedding,native,coverage_matched,strict,topology_matched,delta_topology_minus_native,delta_strict_minus_coverage,rank_native,rank_coverage_matched,rank_strict,rank_topology_matched,rank_change_native_to_topology,native_wins_topology_loses,coverage_improves_strict_collapses,protocol_sensitivity_score,source_file
mDC,mHSC-E,lr,balanced_accuracy,scconcept,0.447613,0.4793594,0.5014684,0.5003122,0.0526992,0.022109000000000045,9,5,7,9,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,mlp,balanced_accuracy,cl_v6_fair,0.5076596,0.5310186,0.5632508,0.6033622,0.09570259999999997,0.032232200000000044,1,2,2,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,mlp,balanced_accuracy,scconcept_encoded,0.44251440000000003,0.436232,0.4247336,0.3918302,-0.05068420000000001,-0.01149840000000002,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-GM,lr,balanced_accuracy,cl_scratch_v5,0.4967218,0.490163,0.4587246,0.4759072,-0.020814600000000016,-0.03143840000000003,4,4,6,4,0,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-GM,lr,balanced_accuracy,v4_type_pe_best,0.4530474,0.47422000000000003,0.4432608,0.44151440000000003,-0.01153299999999996,-0.03095920000000002,8,5,7,8,0,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,lr,balanced_accuracy,v4_bias_rec_best,0.4474776,0.4487178,0.43566699999999997,0.4310102,-0.016467399999999965,-0.013050800000000029,9,7,10,9,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,mlp,balanced_accuracy,scGPT_human,0.490369,0.4968072,0.5110288000000001,0.5095236,0.019154599999999966,0.014221600000000056,3,4,2,3,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,mlp,balanced_accuracy,v4_type_pe_best,0.47020460000000003,0.4817242,0.4930428,0.4926974,0.02249279999999998,0.011318600000000012,7,6,6,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,cl_scratch_v5,0.459569,0.5009176,,,,,9,3,,,,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,cl_v6_fair,0.4711492,0.5,,,,,3,5,,,,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,minus,0.4669166,0.5,,,,,6,6,,,,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,scGPT_human,0.458177,0.5,,,,,10,7,,,,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,v4_bias_rec_best,0.4669502,0.502033,,,,,5,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,v4_plain_best,0.4705068,0.5,,,,,4,8,,,,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,mlp,balanced_accuracy,v4_type_pe_best,0.48531240000000003,0.5051286,,,,,1,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,lr,balanced_accuracy,minus,0.4806168,,0.4699008,0.4885296,0.007912799999999998,,7,,7,7,0,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,cl_scratch_v5,0.506491,0.4974713333333333,,,,,3,7,,,,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,cl_v6_fair,0.4754964,0.4978734,,,,,8,6,,,,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,minus,0.504227,0.5191996,,,,,5,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,scconcept_encoded,0.4955436,0.4915682,,,,,6,8,,,,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,v4_bias_rec_best,0.4610256,0.4904214,,,,,10,9,,,,False,False,9,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,v4_plain_best,0.5065784,0.5046424,,,,,2,3,,,,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,mlp,balanced_accuracy,v4_type_pe_best,0.4908602,0.4885274,,,,,7,10,,,,False,False,10,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hHep,lr,balanced_accuracy,scconcept_encoded,0.5007275999999999,0.4904582,0.5234224000000001,0.5207422,0.020014600000000105,0.032964200000000055,4,3,3,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,baseline,0.5361148,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,cl_scratch_v5,0.4880496,,,,,,6,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,cl_v6_fair,0.4458046,0.474675,,,,,9,5,,,,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,minus,0.5379532,,,,,,1,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,scGPT_human,0.5363054,0.5347342,,,,,2,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,scconcept,0.4991524,0.5021671999999999,,,,,5,3,,,,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,scconcept_encoded,0.4555476,0.4884852,,,,,7,4,,,,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,v4_bias_rec_best,0.4468326,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,v4_plain_best,0.5189062,0.5030164,,,,,4,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,lr,balanced_accuracy,v4_type_pe_best,0.435388,0.4620368,,,,,10,6,,,,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,balanced_accuracy,baseline,0.4939742,0.4938458,0.4924802,0.5023256,0.008351400000000064,-0.0013656000000000224,3,7,9,3,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,balanced_accuracy,cl_scratch_v5,0.4928806,0.5098574,0.4986238,0.4941176,0.0012369999999999881,-0.01123360000000001,6,4,6,6,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,balanced_accuracy,scGPT_human,0.49342980000000003,0.4962638,0.4990862,0.4974358,0.004005999999999954,0.0028224000000000027,4,6,5,4,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,mlp,balanced_accuracy,v4_bias_rec_best,0.4890674,0.5173552,0.4902954,0.49312839999999997,0.004060999999999981,-0.027059800000000023,8,2,10,8,0,False,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,baseline,0.4631282,,,,,,10,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,cl_scratch_v5,0.5027074,,,,,,5,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,cl_v6_fair,0.4946566,,,,,,7,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,minus,0.5073006,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,scGPT_human,0.509288,,,,,,2,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,scconcept,0.4959632,,,,,,6,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,scconcept_encoded,0.5145392,,,,,,1,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,v4_bias_rec_best,0.4818278,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,v4_plain_best,0.5067538,,,,,,4,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-E,lr,balanced_accuracy,v4_type_pe_best,0.48605339999999997,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,mlp,balanced_accuracy,v4_bias_rec_best,0.5005054,0.4945914,0.49619,0.4977272,-0.0027782000000000084,0.0015986000000000056,8,9,7,8,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,baseline,0.4730902,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,cl_scratch_v5,0.4848492,0.5076276,,,,,6,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,cl_v6_fair,0.555554,0.4781674,,,,,1,3,,,,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,minus,0.5043282,,,,,,4,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,scGPT_human,0.4512528,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,scconcept,0.496169,,,,,,5,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,scconcept_encoded,0.435408,0.4541378,,,,,10,4,,,,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,v4_bias_rec_best,0.513444,,,,,,2,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,v4_plain_best,0.506705,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,lr,balanced_accuracy,v4_type_pe_best,0.48270799999999997,0.5010798,,,,,7,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,mlp,balanced_accuracy,scGPT_human,0.494543,0.4989178,0.4975212,0.490909,-0.003634000000000026,-0.0013966000000000256,8,6,6,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,baseline,0.4712802,,,,,,10,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,cl_scratch_v5,0.5142534,,,,,,4,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,cl_v6_fair,0.5117958,,,,,,5,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,minus,0.5099426,,,,,,6,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,scGPT_human,0.4852866,,,,,,7,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,scconcept,0.5146254,0.5144482,,,,,2,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,scconcept_encoded,0.5146078,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,v4_bias_rec_best,0.5153022,,,,,,1,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,v4_plain_best,0.4786778,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,lr,balanced_accuracy,v4_type_pe_best,0.4730018,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,balanced_accuracy,scconcept_encoded,0.5128982,0.5091506,0.3661132,0.4402834,-0.07261479999999998,-0.14303739999999998,9,8,10,9,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,balanced_accuracy,minus,0.6653658,0.6826785999999999,0.7729938000000001,0.7927468,0.12738099999999997,0.09031520000000015,3,2,3,3,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,balanced_accuracy,scconcept,0.5121020000000001,0.5514946000000001,0.5675926,0.5617284,0.04962639999999996,0.016097999999999946,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,balanced_accuracy,scconcept_encoded,0.5145332,0.551629,0.5962961999999999,0.6055556,0.09102239999999995,0.04466719999999991,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,lr,balanced_accuracy,cl_v6_fair,0.5647086,0.5116451999999999,0.580989,0.5888198,0.0241112,0.06934380000000007,2,3,7,2,0,False,True,4,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,lr,balanced_accuracy,scconcept_encoded,0.4226416,0.44341,0.42022299999999996,0.419827,-0.0028146000000000004,-0.02318700000000007,10,7,10,10,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,lr,balanced_accuracy,v4_bias_rec_best,0.544561,0.426809,0.5896056,0.5550174,0.010456400000000032,0.16279659999999996,4,8,5,4,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,balanced_accuracy,scconcept,0.4874244,0.378,0.5000854,0.511253,0.023828599999999978,0.12208540000000001,8,10,9,8,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,balanced_accuracy,scconcept_encoded,0.4196218,0.4322606,0.3780354,0.4476066,0.027984800000000032,-0.05422519999999997,10,9,10,10,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,balanced_accuracy,baseline,0.5,0.5,0.5,0.5,0.0,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,balanced_accuracy,cl_scratch_v5,0.495549,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,balanced_accuracy,cl_v6_fair,0.496884,,,,,,5,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,balanced_accuracy,scconcept_encoded,0.5,0.5,,,,,2,4,,,,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,baseline,0.5,,,,,,1,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,cl_scratch_v5,0.495994,,,,,,7,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,cl_v6_fair,0.495994,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,minus,0.496439,,,,,,6,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,scGPT_human,0.497774,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,scconcept,0.497774,,,,,,4,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,scconcept_encoded,0.497329,0.5,,,,,5,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,v4_bias_rec_best,0.495549,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,v4_plain_best,0.4982192,,,,,,2,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,lr,balanced_accuracy,v4_type_pe_best,0.495549,,,,,,10,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,lr,balanced_accuracy,baseline,0.626186,0.626186,0.626186,0.6239156,-0.0022704000000000057,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,lr,balanced_accuracy,cl_scratch_v5,0.5832582000000001,0.5832582000000001,0.5832582000000001,0.5870372,0.003778999999999977,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,lr,balanced_accuracy,scGPT_human,0.6048272,0.6048272,0.6048272,0.6068148,0.0019875999999999783,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,lr,balanced_accuracy,scconcept,0.5595876,0.5595876,0.5595876,0.5623572,0.0027696000000000387,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,lr,balanced_accuracy,scconcept_encoded,0.479111,0.479111,0.479111,0.479211,9.999999999998899e-05,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,lr,balanced_accuracy,v4_type_pe_best,0.543026,0.543026,0.543026,0.546318,0.0032919999999999616,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,baseline,0.6338524,0.6338524,0.6338524,0.6300026,-0.0038498000000000143,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,cl_scratch_v5,0.5900082,0.5900082,0.5900082,0.5921646,0.0021564000000000583,0.0,6,6,6,6,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,cl_v6_fair,0.5934868,0.5934868,0.5934868,0.5948753999999999,0.001388599999999962,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,minus,0.6006194,0.6006194,0.6006194,0.5979504,-0.0026690000000000325,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,scGPT_human,0.5835772,0.5835772,0.5835772,0.5850564,0.0014792000000000138,0.0,7,7,7,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,scconcept,0.5540772,0.5540772,0.5540772,0.5558598,0.0017825999999999675,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,scconcept_encoded,0.511559,0.511559,0.511559,0.514355,0.0027960000000000207,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,v4_bias_rec_best,0.6084526,0.6084526,0.6084526,0.6088996,0.0004469999999999752,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,v4_plain_best,0.6266966,0.6266966,0.6266966,0.6257876,-0.0009090000000000487,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-GM,mlp,balanced_accuracy,v4_type_pe_best,0.5803372,0.5803372,0.5803372,0.5830368,0.002699600000000024,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,baseline,0.5872384,0.5872384,0.5872384,0.586043,-0.0011954000000000686,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,cl_scratch_v5,0.5455546,0.5455546,0.5455546,0.5526058,0.007051200000000035,0.0,6,6,6,6,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,cl_v6_fair,0.554649,0.554649,0.554649,0.553172,-0.0014769999999999506,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,minus,0.6035942,0.6035942,0.6035942,0.609047,0.005452800000000035,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,scGPT_human,0.5708432,0.5708432,0.5708432,0.567416,-0.0034271999999999636,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,scconcept,0.5036993999999999,0.5036993999999999,0.5036993999999999,0.5015492,-0.00215019999999988,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,scconcept_encoded,0.4914184,0.4914184,0.4914184,0.48676600000000003,-0.0046523999999999455,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,lr,balanced_accuracy,v4_plain_best,0.5593864,0.5593864,0.5593864,0.5627668,0.003380400000000061,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,mlp,balanced_accuracy,cl_v6_fair,0.5567006,0.5567006,0.5567006,0.5548848,-0.001815800000000034,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,mlp,balanced_accuracy,scGPT_human,0.5560756,0.5560756,0.5560756,0.5534,-0.0026756,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,mlp,balanced_accuracy,scconcept,0.5102408,0.5102408,0.5102408,0.5064778,-0.003763000000000072,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,mlp,balanced_accuracy,scconcept_encoded,0.48236260000000003,0.48236260000000003,0.48236260000000003,0.4806788,-0.001683800000000013,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,mlp,balanced_accuracy,v4_plain_best,0.5669074,0.5669074,0.5669074,0.5673594000000001,0.000452000000000119,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mHSC-L,mlp,balanced_accuracy,v4_type_pe_best,0.5390844,0.5390844,0.5390844,0.5414306,0.002346199999999965,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hHep,lr,balanced_accuracy,scconcept,0.5087566,0.6142414,0.5171296,0.5083333999999999,-0.00042320000000006797,-0.09711180000000008,10,7,10,10,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mESC,mlp,balanced_accuracy,cl_scratch_v5,0.4999998,,,,,,2,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mESC,mlp,balanced_accuracy,cl_v6_fair,0.4999998,0.4913044,,,,,3,8,,,,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mESC,lr,balanced_accuracy,baseline,0.496439,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
